type,title,description,on_english_wikipedia,label,sitelinks
Q1481677,Pleasure garden,garden open for recreation and entertainment,TRUE,pleasure garden,
Q221722,Bike path,bikeway separated from motorized traffic and dedicated to cycling,TRUE,bike path,
Q3352369,Footpath,way for pedestrians,TRUE,footpath,
Q65054925,Shared-use path,"trail that supports multiple recreation and transportation types, such as walking, bicycling, inline skating and people in wheelchairs",TRUE,shared-use path,
Q357685,Abandoned railway,railway line which is no longer used for that purpose,TRUE,abandoned railway,
Q656720,Workshop,"room or building, with tools, used to repair or make goods",TRUE,workshop,
Q2650083,Farm museum,"farm, operated as a museum for demonstration and educational purposes",TRUE,museum farm,
Q56344492,NA,fortification,FALSE,artillery battery,
Q373609,Water pipelines,system of pipes and devices for water supply and transport,TRUE,water pipeline,
Q1684522,Jazz club,"type of club, music venue, dedicated to jazz music",TRUE,jazz club,
Q55677,Keilbahnhof,type of train station located between branching tracks,TRUE,Keilbahnhof,
Q20202072,NA,last stop in a transportation service,FALSE,terminus,
Q25391,Dune,"landform, hill of sand",TRUE,dune,
Q56242063,NA,church building affiliated with a protestant denomination,FALSE,Protestant church building,
Q1244442,NA,individual buildings or groups of buildings designed or used as places of instruction,FALSE,school building,
Q2250229,Shot tower,tower for the production of shot pellets,TRUE,shot tower,
Q71875404,NA,climate change for a country or territory,FALSE,climate change by country or territory,
Q52177058,NA,central landmark building in the geographical or business centre of a town or city,FALSE,civic building,
Q1003207,Photovoltaic power station,"type of solar power station, large-scale photovoltaic system",TRUE,photovoltaic power station,
Q12353044,Oil refinery,industrial process plant where crude oil is processed and refined into more useful products,TRUE,oil refinery,
Q756102,Open-air museum,museum that exhibits collections of buildings and artifacts out-of-doors,TRUE,open-air museum,
Q176637,Pawnbroker,"individual or business that offers loans to people, with items of personal property used as collateral",TRUE,pawnbroker,
Q207326,Summit,"point on a surface that is higher in elevation than all points immediately adjacent to it, in topography",TRUE,summit,
Q357121,Dragstrip,Car racing facility,TRUE,dragstrip,
Q2190251,Arts centre,functional community center with a specific remit to encourage arts,TRUE,arts center,
Q28942331,NA,land administration division of South Australia,FALSE,hundred of South Australia,
Q1558054,Art colony,place where artists live and interact with each other,TRUE,art colony,
Q1525,Roundabout,traffic intersection,TRUE,roundabout,
Q623149,Billboard,large outdoor advertising sign,TRUE,billboard,
Q974968,Miniature park,model village; miniature building models,TRUE,miniature park,
Q13883136,Foundry,factory that produces metal castings,TRUE,foundry,
Q2141554,Recreational dive sites,place that recreational scuba divers go to enjoy the underwater environment,TRUE,recreational dive site,
Q218653,Custom house,government office building for import and export of goods,TRUE,custom house,
Q30114493,NA,type of locality recognised in Australia,FALSE,bounded rural locality,
Q14915208,Roadside attraction,roadside attraction area for visitors,TRUE,roadside attraction,
Q740326,Water park,amusement park that features pools with water play areas,TRUE,water park,
Q3068961,City farm,"usually community-run projects in urban areas, which involve people interacting and working with animals and plants",TRUE,city farm,
Q1404150,NA,mass of stone projecting out of the ground or water,FALSE,rock,
Q7833250,Tramway (industrial),type of industrial railway,TRUE,tramway,
Q111522266,NA,export type of LNG terminal,FALSE,liquefaction terminal,
Q1195942,Fire station,structure or other area where firefighters and their vehicles and equipment is housed,TRUE,fire station,
Q2265915,NA,airfield for gliders,FALSE,glider airfield,
Q28969936,NA,major division of New South Wales used for land administration,FALSE,land division of New South Wales,
Q29918961,NA,facility where military training is carried out,FALSE,military training centre,
Q183366,Territory,area of land under a certain jurisdiction,TRUE,territory,
Q590232,Geographical centre,centroid of a region of the earth's surface,TRUE,geographical center,
Q15324,Body of water,"any significant accumulation of water, generally on a planet's surface",TRUE,body of water,
Q1995305,NA,animal park which houses mainly birds,FALSE,bird park,
Q338313,Business park,area of land in which many office buildings are grouped together,TRUE,business park,
Q1778846,Military training area,"military installation or reservation where weapons, military technology, or tactics are experimented with or are tested",TRUE,military training area,
Q124282,Dock,human-made structure involved in the handling of boats or ships,TRUE,dock,
Q18761864,NA,"building that houses an establishment for the custody of money received from, or on behalf of, customers",FALSE,bank building,
Q1059324,NA,hospital which is part of a university,FALSE,university hospital,
Q47089,Fault (geology),fracture or discontinuity in rock across which there is displacement,TRUE,fault,
Q30681685,Tasmanian House of Assembly electoral divisions,current state electorates of Tasmania,TRUE,Tasmanian House of Assembly electoral division,
Q5356189,Electoral districts of Western Australia,electorates for the Western Australian Legislative Assembly,TRUE,electoral district of Western Australia,
Q5356187,Electoral districts of Victoria,constituency of the Victorian Legislative Assembly,TRUE,electoral district of Victoria,
Q49540686,NA,former electorate of the Tasmanian House of Assembly,FALSE,Tasmanian House of Assembly electoral district,
Q5356184,Electoral districts of Queensland,constituency of the Legislative Assembly of Queensland,TRUE,electoral district of Queensland,
Q5356185,Electoral districts of South Australia,electorate for the South Australian House of Assembly,TRUE,electoral district of South Australia,
Q1412205,NA,place where arms and ammunition are made and stored,FALSE,armory,
Q531953,Outcrop,visible exposure of bedrock or ancient superficial deposits on the surface of the Earth,TRUE,outcrop,
Q54927709,NA,shopping mall with outlet stores (majority),FALSE,outlet mall,
Q30022,Coffeehouse,establishment that serves coffee and tea,TRUE,coffeehouse,
Q1335652,NA,railway station that is part of an airport,FALSE,airport railway station,
Q3559019,Urban village,decentralized urban development,TRUE,urban village,
Q1066997,Weir,barrier across a river designed to alter its flow characteristics,TRUE,weir,
Q117531692,NA,cultural venue promoting residency programmes,FALSE,creative residency,
Q66360526,NA,former state electorate of South Australia,FALSE,former electoral district of South Australia,
Q1080224,Electorates of the Australian states and territories,electoral district of the Australian states and territories,TRUE,state electoral district,
Q2298412,NA,large solar power-collecting facility (collective term for different techniques),FALSE,solar power station,
Q30155836,NA,former electoral district of the Australian states and territories,FALSE,former state electoral district,
Q230752,Auditorium,"room with a space for presenter(s) and an audience space, often used for speeches, lectures, or performances",TRUE,auditorium,
Q42195,Petroglyph,images carved on a rock surface as a form of rock art,TRUE,petroglyph,
Q8015548,NA,NA,FALSE,temporary railway station,
Q11606300,NA,railway station at the end of a line or service; tracks may or may not continue beyond it,FALSE,last station,
Q5356265,Electoral divisions of the Northern Territory,constituency of the Northern Territory Legislative Assembly,TRUE,electoral division of the Northern Territory,
Q7687464,Tasmanian Legislative Council electoral divisions,electoral division of the upper house in Tasmania,TRUE,Tasmanian Legislative Council electoral division,
Q5356436,Electoral regions of Western Australia,multi-member electoral region of the Western Australian Legislative Council,TRUE,electoral region of Western Australia,
Q124097881,NA,NA,FALSE,infectious diseases hospital,
Q19877569,Regions of South Australia,Regions of South Australia based on various characteristics,TRUE,region of South Australia,
Q190107,Weather station,set of sensors that record and provide physical measurements and meteorological parameters,TRUE,weather station,
Q34627,Synagogue,Jewish (or rarely Samaritan) house of prayer,TRUE,synagogue,
Q55282777,NA,constituency of the Western Australian Legislative Council,FALSE,electoral province of Western Australia,
Q2376564,Interchange (road),"road junction, typically using grade separation",TRUE,interchange,
Q7556723,Solar observatory,observatory that specializes in monitoring the Sun,TRUE,solar observatory,
Q53585538,NA,type of horse racing venue,FALSE,harness racing venue,
Q12292478,Estate (land),comprises the buildings and supporting farmland and woods of a very large property,TRUE,estate,
Q6485018,Lands administrative divisions of Western Australia,NA,TRUE,lands administrative division of Western Australia,
Q5356435,Electoral regions of Victoria,electoral divisions of the Victorian Legislative Council,TRUE,electoral region of Victoria,
Q125982173,NA,administrative groupings of local government areas in Western Australia,FALSE,Regional Council,
Q51932686,NA,sea water desalination facilities,FALSE,desalination plant,
Q215635,Breakwater (structure),structure constructed on coasts as part of coastal management or to protect an anchorage,TRUE,breakwater,
Q2578218,Inland sea,geologic formation with water,TRUE,inland sea,
Q12104567,Housing estate,group of homes and other buildings built together as a single development,TRUE,housing estate,
Q1763828,NA,"building usable for various events (sports, culture, etc.)",FALSE,multi-purpose hall,
Q190928,Shipyard,place where ships are repaired and built,TRUE,shipyard,
Q105731,Lock (water navigation),fall structure with a fixed chamber in which the water level changes,TRUE,lock,
Q350495,Barrage (dam),type of dam,TRUE,barrage,
Q1316027,Coastal management,defense against flooding and erosion,TRUE,coastal management,
Q15848142,NA,NA,FALSE,Tidal barrier,
Q3305339,NA,part of a building,FALSE,building part,
Q1774587,Hospital network,parent organization for a collection of hospitals and other facilities providing medical care,TRUE,hospital network,
Q10832530,Ironworks,building or site where iron is smelted,TRUE,ironworks,
Q1788454,Road junction,location where multiple roads intersect that allows vehicular traffic to change from one road to another,TRUE,road junction,
Q180846,Supermarket,large form of the traditional grocery store,TRUE,supermarket,
Q2532557,Beach ridge,wave-swept or wave-deposited ridge running parallel to a shoreline,TRUE,beach ridge,
Q911663,Bascule bridge,moveable bridge using a counterweight to balance a span through its upward swing to let boats move underneath,TRUE,bascule bridge,
Q1243306,NA,bridge with multiple decks,FALSE,multi-level bridge,
Q7557352,Soldier settlement,type of settlement in Australia,TRUE,Soldier settlement,
Q331367,Submarine base,military base that shelters submarines and their personnel,TRUE,submarine base,
Q30716167,High flux reactor,NA,TRUE,high flux reactor,
Q180987,Stupa,"mound-like structure containing Buddhist relics, typically the ashes of Buddhist monks, used by Buddhists as a place of meditation",TRUE,stupa,
Q1370598,Place of worship,specially designed structure for use in worshipping,TRUE,structure of worship,
Q3610510,Ethnic enclave,physical space with high ethnic concentration; thus these spaces are culturally distinct from the larger receiving society,TRUE,ethnic enclave,
Q1282870,Ice rink,frozen body of water and/or hardened chemicals where people can ice skate or play winter sports,TRUE,ice rink,
Q1751323,Indoor skiing,climate controlled environment in which snow is manufactured using a snow cannon,TRUE,indoor ski slope,
Q336764,Junction (rail),place at which two or more rail routes converge or diverge,TRUE,railway junction,
Q33188071,NA,truss bridge having a particular design named for Australian engineer Percy Allan,FALSE,Allan truss bridge,
Q3571153,Diversion dam,dam that diverts all or a portion of the flow of a river from its natural course,TRUE,diversion dam,
Q39486269,Railway viaduct,"bridge, usually resting on a number of raised arches, carrying a railway across low-lying land, water, gorge or valley",TRUE,railway viaduct,
Q622425,Nightclub,entertainment venue which usually operates late into the night,TRUE,nightclub,
Q4260475,Health facility,any location at which medicine is practiced regularly,TRUE,medical facility,
Q19683138,Ramsar site,wetland site as designated by the Ramsar Convention,TRUE,Ramsar site,
Q22674925,NA,"settlement that no longer exists, e.g. because it was abandoned, destroyed, abolished or it became part of another settlement",FALSE,former settlement,
Q1307276,Single-family detached home,free-standing residential building,TRUE,single-family detached home,
Q1070290,Prisoner-of-war camp,site for the containment of combatants captured by their enemy in time of war,TRUE,prisoner-of-war camp,
Q8072,Volcano,"natural, surface vent or fissure usually in a mountainous form",TRUE,volcano,
Q33112019,NA,statistical territorial entity defined by the Australian Bureau of Statistics for the Census that approximates localities gazetted by the Geographical Place Name authority in each State and Territory,FALSE,suburb and locality,
Q61867910,NA,"power station which produces electricity, and/or heat, or cold, or industrial chemicals",FALSE,cogeneration power station,
Q261604,NA,power station that burns petroleum (oil) to produce electricity,FALSE,oil-fired power station,
Q1266922,Water gap,Landform of an entrenched transverse valley,TRUE,water gap,
Q4303352,Maritime passenger terminal,structure in a port where ferrys and cruise ships pick up and drop off passengers,TRUE,passenger ship terminal,
Q5504247,Friends meeting house,meeting house of the Religious Society of Friends (Quakers),TRUE,Quaker meeting house,
Q211302,Glacial lake,lake formed by a melted glacier,TRUE,glacial lake,
Q65640417,NA,NA,FALSE,petrified forest,
Q12280,Bridge,"structure that spans and provides a passage over a road, railway, river, or some other obstacle",TRUE,bridge,
Q28969883,NA,"lands administrative division of New South Wales, Australia",FALSE,land district of New South Wales,
Q509037,Terrane,"fragment of crustal material formed on, or broken off from, one tectonic plate and accreted or ""sutured"" to crust lying on another plate",TRUE,terrane,
Q60442637,NA,type of train service,FALSE,rapid transit train service,
Q6451172,Morgue,place for the storage of human corpses awaiting identification or burial,TRUE,morgue,
Q19563580,Rail yard,location for storing and sorting railroad cars,TRUE,rail yard,
Q27108230,NA,outdoor accommodation area that provides multiple individual campsites,FALSE,campground,
Q1132840,Zig zag (railway),type of railway line used to climb steep gradients,TRUE,zig zag,
Q1756711,Video rental shop,"physical retail business that rents home videos such as movies, TV shows, video game discs and other content.",TRUE,video rental shop,
Q358078,Street network,system of roads in a given area,TRUE,road network,
Q61729985,Little Italy,ethnic enclave populated by Italians or people of Italian descent,TRUE,Little Italy,
Q2944640,Gas-fired power plant,power station which uses combustible gases as primary source of fuel,TRUE,gas-fired power station,
Q313354,Hundred (county division),geographic division formerly used in certain countries,TRUE,hundred,
Q170980,Obelisk,"tall, four-sided, narrow tapering monument which ends in a pyramid-like shape at the top",TRUE,obelisk,
Q28110152,NA,structure used for ventilation of a sewer,FALSE,sewer vent,
Q56856618,NA,place where art is sold,FALSE,commercial art gallery,
Q30301498,NA,any place where students reside,FALSE,student housing,
Q901497,NA,NA,FALSE,open-pit lignite mine,
Q42523,Atoll,"ring-shaped coral reef, generally formed over a former oceanic volcano, frequently with small emerging islands (motus) over the rim, often enclosing a central lagoon possibly still containing one or a few emerging elevated islands",TRUE,atoll,
Q61950883,NA,large-scale photovoltaic system using concentrated sunlight,FALSE,concentrated photovoltaic power station,
Q15902866,Folly tower,tower that has been built as an architectural folly,TRUE,folly tower,
Q30198,Marsh,wetland that is dominated by herbaceous rather than woody plant species,TRUE,marsh,
Q1568313,Baháʼí House of Worship,place of worship for the Bahá'í Faith,TRUE,Bahá'í temple,
Q152081,Concentration camp,"camp in which people are imprisoned or confined, commonly in large groups, without trial",TRUE,concentration camp,
Q665487,Diocese,Christian district or see under the supervision of a bishop,TRUE,diocese,
Q43197,River delta,landform that is formed at the mouth of a river,TRUE,river delta,
Q177380,Hot spring,spring produced by the emergence of geothermally heated groundwater,TRUE,hot spring,
Q7371226,Roundabout interchange,road interchange that uses one or more roundabouts to manage traffic movement,TRUE,roundabout interchange,
Q105742562,Canal estate,residential subdivision made up of canals and reclaimed land,TRUE,canal estate,
Q30313989,Leisure centre,building or site containing different facilities for leisure activities,TRUE,leisure center,
Q644264,Children's hospital,hospital which offers its services exclusively to children,TRUE,children's hospital,
Q620045,Apostolic nunciature,official diplomatic representation of the Holy See,TRUE,apostolic nunciature,
Q12622609,Officer candidate school,type of military school,TRUE,officer candidate school,
Q4698330,Air force academy,"Military academy for training of air force officers, pilots, and other personnel",TRUE,air force academy,
Q294422,Public building,"buildings or groups of buildings owned and operated by a governing body, carrying out official duties, and often occupied by a governmental agency",TRUE,public building,
Q985488,Residential community,administrative territorial entity of the People's Republic of China,TRUE,residential community,
Q6028003,Industrial suburb,Type of suburb,TRUE,Industrial suburb,
Q20268591,NA,tract of public land reserved for the preservation of wildlife,FALSE,wildlife reserve,
Q573344,Main stem,final large channel of a riverine system,TRUE,main stream,
Q59456832,NA,government agency that regulates practice of medicine,FALSE,medical board,
Q2151232,Townland,small geographical division of land used in Ireland,TRUE,townland,
Q170477,Chimney,"structure that provides ventilation for exhausting the hot or toxic flue gases, aerosols and smokes produced by a boiler, stove, furnace or fireplace inside a building to the outside atmosphere",TRUE,chimney,
Q446013,Pumping station,facilities including pumps and equipment for pumping fluids from one place to another,TRUE,pumping station,
Q181916,Herbarium,scientific collection of dried plants,TRUE,herbarium,
Q291177,Rose garden,garden or park which comprises mainly of roses,TRUE,rose garden,
Q1271224,Oceanic plateau,relatively flat submarine region that rises well above the level of the ambient seabed,TRUE,oceanic plateau,
Q1468524,City centre,"commercial, cultural and often the historical, political and geographic heart of a city",TRUE,city center,
Q2663692,NA,building used by post services,FALSE,post office building,
Q2128165,Wholesale market,market where vendors sell commodities to commercial traders or consumers,TRUE,wholesale market,
Q357380,NA,swimming pool enclosed by a building or other structure and covered by a roof,FALSE,indoor swimming pool,
Q565618,Tour bus service,sightseeing bus service for tourists,TRUE,tour bus service,
Q41453,Diatreme,volcanic pipe formed by a gaseous explosion,TRUE,diatreme,
Q748998,Fire lookout tower,building to house a person who watches for wildfires,TRUE,fire lookout tower,
Q963729,Submarine canyon,steep-sided valley cut into the seabed of the continental slope,TRUE,submarine canyon,
Q24699794,NA,building housing a museum,FALSE,museum building,
Q2261391,NA,government facility,FALSE,immigration detention center,
Q2997369,Plaza,public square in the center of a town or city,TRUE,plaza,
Q2678338,NA,set of multiple railway lines with a common trait,FALSE,railway network,
Q12718479,NA,Power plant with installed power between 1 MW. and 10 MW.,FALSE,small-scale hydropower plant,
Q1434958,Fossil fuel power station,facility that burns fossil fuels to produce electricity,TRUE,fossil-fuel power station,
Q16941482,Regional Reserve (Australia),type of protected area of some Australian jurisdictions,TRUE,regional reserve,
Q62059246,NA,area proclaimed to be a public reserve by government legislation,FALSE,public reserve,
Q3143713,Seaplane base,airport with water runways and piers and/or ramps for seaplanes and amphibious aircraft,TRUE,seaplane base,
Q15643694,NA,Australia,FALSE,county of the Northern Territory,
Q7245779,Prison farm,large correctional facility where penal labor convicts are forced to work on a farm,TRUE,prison farm,
Q28931789,NA,"land administration division of Queensland, Australia",FALSE,parish of Queensland,
Q5442725,Female factory,NA,TRUE,female factory,
Q15846784,Radio quiet zone,area where radio transmissions are restricted in order to protect a radio telescope or a communications station from radio frequency interference,TRUE,radio quiet zone,
Q721207,Marina,yacht harbor,TRUE,marina,
Q64995589,NA,a country house used as a hotel,FALSE,country house hotel,
Q861951,Police station,"headquarters for the police of a particular district, from which police officers are dispatched and to which persons under arrest are brought",TRUE,police station,
Q3278565,Integral lighthouse,lighthouse in which the tower and keeper's dwelling are united in one structure,TRUE,Integral Lighthouse,
Q3329412,Archaeology museum,museum specializing in archaeological artefacts,TRUE,archaeological museum,
Q7361709,Convenience store,small store that stocks a range of everyday items,TRUE,convenience store,
Q7028289,Nickel mine,mine that produces nickel,TRUE,nickel mine,
Q107037505,NA,mine producing cobalt ore,FALSE,cobalt mine,
Q17143723,Parish (Catholic Church),lowest ecclesiastical subdivision in the Catholic episcopal polity; primary constituent unit of a diocese,TRUE,Catholic parish,
Q950431,Swing bridge,movable bridge that has a vertical locating pin and support ring about which the turning span can pivot horizontally,TRUE,swing bridge,
Q1292279,NA,"boundary line between two territories, for example countries, states, provinces, cities",FALSE,political border,
Q186637,Arcade (architecture),covered walk enclosed by a line of arches on one or both sides,TRUE,arcade,
Q740445,Ridge,geological feature consisting of a chain of mountains or hills that form a continuous elevated crest for some distance,TRUE,ridge,
Q7193855,Pile lighthouse,tall skeletal lighthouse,TRUE,pile lighthouse,
Q662806,Dike (geology),sheet of rock formed in a fracture in a pre-existing rock body,TRUE,dike,
Q89578131,NA,facility for making radar observations,FALSE,radar station,
Q317548,Resort town,town where tourism or vacationing is a primary component of the local culture and economy,TRUE,resort town,
Q3660535,Women's college,undergraduate college consisting entirely or predominantly of women,TRUE,women's college,
Q1813474,Teaching hospital,hospital that provides clinical education and training,TRUE,teaching hospital,
Q2887554,Coal-mining region,basin with coal deposits,TRUE,coal basin,
Q22908079,RAAF area commands,Royal Australian Air Force command system,TRUE,RAAF area commands,
Q847935,Nude beach,beach that allows nudity,TRUE,nude beach,
Q75848,Gated community,residental community with controlled entrances and often a closed perimeter of walls/fences,TRUE,gated community,
Q1282871,NA,tower drop ride series,FALSE,Giant Drop,
Q19869268,NA,society for health care professionals,FALSE,medical society,
Q1779930,Bypass (road),road taking a new route which avoids a previously passed location,TRUE,bypass,
Q22667,Railroad,interconnected network of infrastructure and vehicles used for train rail transport,TRUE,railway,
Q54831,Amphitheatre,open-air venue used for entertainment and performances,TRUE,amphitheatre,
Q958822,Maternity hospital,"hospital for mothers, childbirth, and newborns",TRUE,maternity hospital,
Q7705274,Tertiary referral hospital,hospital that provides tertiary care,TRUE,tertiary referral hospital,
Q15079663,NA,type of railway line,FALSE,rapid transit railway line,
Q9822982,Regional Command,military command responsible for a specific geographic region,TRUE,area command,
Q44539,Temple,structure reserved for religious or spiritual activities,TRUE,temple,
Q623525,Rotunda (architecture),building with a circular ground plan,TRUE,rotunda,
Q847400,Disk'O,type of flat ride manufactured by Zamperla,TRUE,Disk'O,
Q30103124,NA,NA,FALSE,hospital group,
Q276173,Pavilion,"small open building in a park or garden, used as a gazebo, restaurant or place to perform music",TRUE,pavilion,
Q6667200,Medical corps,military service branch responsible for health and medical care for military personnel,TRUE,medical corps,
Q840482,NA,typically Catholic shrines,FALSE,shrine to the Virgin Mary,
Q50418254,NA,NA,FALSE,outdoor concert venue,
Q1004435,Running track,running tracks found in track and field stadia,TRUE,athletics track,
Q5916199,Housing development,group of residences,TRUE,housing development,
Q22914759,NA,specialist hospital for the treatment of women,FALSE,women's hospital,
Q7627838,Student housing cooperative,housing/dormitory system controlled by its student residents,TRUE,student housing cooperative,
Q1454553,Outdoor cinema,movies shown outdoors,TRUE,outdoor cinema,
Q6006,Neon sign,"electrified, luminous tube used as signage",TRUE,neon sign,
Q1443808,Oceanarium,marine mammal park,TRUE,oceanarium,
Q1353183,Launch pad,facility from which rockets are launched,TRUE,launch pad,
Q15648179,NA,amusement park and funfair attraction,FALSE,walkthrough,
Q125547334,NA,building that formerly served as restaurant,FALSE,former restaurant,
Q200334,Bell tower,"a tower that contains one or more bells, or that is designed to hold bells",TRUE,bell tower,
Q3410766,Pulp mill,facility which pulps wood or plant fibre,TRUE,pulp mill,
Q378445,Rack railway,"railway with a toothed rack rail, usually with steep grade and low operating speed",TRUE,rack railway,
Q58937084,NA,former type of local government area of New South Wales,FALSE,county council of New South Wales,
Q111744778,NA,hospital specializing in dental healthcare,FALSE,dental hospital,
Q1188480,Fish market,marketplace for fish products,TRUE,fish market,
Q1699583,Climbing route,"path to scale a mountain, rock, or ice wall",TRUE,climbing route,
Q60648877,Boulder climbing route,a specific rock climbing challenge in the discipline of Bouldering,TRUE,boulder climbing route,
Q5784097,Hut,dwelling,TRUE,hut,
Q117599782,NA,type of cultural institution,FALSE,writing residency,
Q2945640,LGBT community centre,regional community center that provides services for gender and sexual minorities,TRUE,LGBT community center,
Q2447721,Trades hall,"building where trade unions meet together, or work from cooperatively, as a local representative organisation",TRUE,trades hall,
Q3491904,Urban rail transit,term for various types of local rail systems,TRUE,urban rail transit system,
Q11338578,NA,sports venue,FALSE,boxing club,
Q208791,Aquifer,permeable rock containing groundwater,TRUE,aquifer,
Q844619,Vihāra,"Sanskrit and Pāli term for a residence, monastery usually Buddhist",TRUE,vihara,
Q512504,River rapids ride,amusement ride that simulates whitewater rafting,TRUE,river rafting ride,
Q6807904,Meeting house,building where religious and sometimes public meetings take place,TRUE,meeting house,
Q1796966,Grandstand,large and normally permanent structure for seating spectators,TRUE,grandstand,
Q191110,Craton,part of the continental lithosphere,TRUE,craton,
Q1412219,Log flume (ride),type of amusement ride,TRUE,log flume ride,
Q2870166,Water ride,amusement rides that are set over water,TRUE,water ride,
Q1437299,NA,intermittently dry stream,FALSE,creek,
Q63565252,Brook (small stream),small stream,TRUE,brook,
Q285927,Concentrated solar power,large-scale solar thermal system using concentrated sunlight and a steam cycle,TRUE,thermal solar power station,
Q813817,Request stop,stop or station at which buses or trains stop only on request,TRUE,request stop,
Q936257,NA,territory which is protected to conserve its character,FALSE,conservation area,
Q20820102,Ridable miniature railway,ultra-narrow-gauge railway on which people can ride,TRUE,rideable miniature railway,
Q119253,Oceanic trench,depressions of the sea floorbykg kn,TRUE,oceanic trench,
Q14750991,NA,a cemetery maintained by the Commonwealth War Graves Commission,FALSE,Commonwealth War Graves Commission maintained cemetery,
Q43483,Well,excavation or structure created in the ground to access groundwater,TRUE,water well,
Q2367818,Argonaut class reactor,"Design of small nuclear research reactor built throughout the world, over a wide range of power levels.",TRUE,Argonaut class reactor,
Q5307555,Drill hall,building or a hangar where soldiers practice and perform military drill,TRUE,drill hall,
Q30224326,NA,term used in theme parks,FALSE,themed area,
Q7579839,Sports complex,collection of sporting venues within a single area,TRUE,sports complex,
Q2878855,Bus rapid transit,rapid transit operated with buses rather than rail vehicles,TRUE,bus rapid transit,
Q1711334,NA,NA,FALSE,youth church,
Q2983893,Quarter (urban subdivision),"division or section, region or part of a town, city or municipality, which may be an administrative unit",TRUE,quarter,
Q1149405,Rock shelter,shallow cave-like opening at the base of a bluff or cliff,TRUE,rock shelter,
Q219423,Mural,piece of artwork painted or applied directly on a large permanent surface,TRUE,mural,
Q853854,Clock tower,architectural structure,TRUE,clock tower,
Q18199879,NA,system of trolleybuses travelling the streets of a town,FALSE,trolleybus system,
Q19884415,NA,NA,FALSE,diocese of the Macedonian Orthodox Church,
Q75762,Zamenhof-Esperanto object,"object or place linked to Esperanto or its creator, Ludwik Zamenhof",TRUE,Zamenhof-Esperanto object,
Q12347313,NA,building intended for Esperanto meetings and learning materials,FALSE,Esperanto house,
Q4976993,Parish (administrative division),"administrative, non-ecclesiastical, division",TRUE,civil parish,
Q1454206,Drop tower,type of amusement ride,TRUE,drop tower,
Q131862,Triangulation station,fixed surveying station used in geodetic surveying,TRUE,triangulation station,
Q16465938,Intermittent river,watercourse which is totally dependent on rainfall,TRUE,seasonal river,
Q372690,Consulate general,diplomatic mission,TRUE,consulate general,
Q13090337,Riyasat (Islam),Muslim administration in the post-Yugoslavia states,TRUE,Riyasat,
Q64827141,NA,NA,FALSE,former local government area of South Australia,
Q20897929,NA,NA,FALSE,zinc mine,
Q428044,Infoshop,"a storefront or social center that serves as a node for the distribution of political, subcultural and arts information, typically in the form of books, zines, stickers and posters",TRUE,infoshop,
Q385337,Deanery,"ecclesiastical entity in various Christian churches, e.g. the Roman Catholic Church, the Eastern Orthodox Church, the Church of England and the Church of Norway",TRUE,deanery,
Q1109069,Ski jumping hill,venue used for ski jumping,TRUE,ski jumping hill,
Q28060923,NA,beach consisting primarily of white sand,FALSE,white sand beach,
Q2031836,Eastern Orthodox church architecture,type of church building,TRUE,Eastern Orthodox church building,
Q64732764,NA,type of church carved into rock within a cave or mine,FALSE,cave church,
Q31566,Coastal plain,"area of flat, low-lying land adjacent to a seacoast",TRUE,coastal plain,
Q428759,Timber bridge,bridge that uses timber or wood as its principal structural material,TRUE,wooden bridge,
Q653401,Trestle bridge,bridge of short spans supported by rigid frames,TRUE,trestle bridge,
Q26205080,NA,place where diving activity takes place,FALSE,underwater diving site,
Q1454583,Masonic Temple,room or structure where a Masonic Lodge meets,TRUE,masonic temple,
Q674950,Residential area,"land use in which housing predominates, as opposed to industrial and commercial areas",TRUE,residential area,
Q24185502,Regional reserves of South Australia,"type of protected area of South Australia, Australia",TRUE,regional reserve of South Australia,
Q56396127,NA,former electorates of the New South Wales Legislative Council,FALSE,Legislative Council district of New South Wales,
Q157570,Crematorium,facility in which cremation takes place,TRUE,crematorium,
Q245260,Conurbation,group of settlements linked by continuous urban area,TRUE,conurbation,
Q1322323,NA,route of a journey,FALSE,itinerary,
Q15145537,NA,type of railway line,FALSE,Light rail system line,
Q11755880,Residential building,building mainly used for residential purposes,TRUE,residential building,
Q113455515,NA,transit system using a driverless technology on all its lines,FALSE,automated rapid transit,
Q951791,Roadhouse (premises),commercial establishment typically built on or near a major road,TRUE,roadhouse,
Q55612991,Greenfield airport,type of airport developed on land without prior facilities or infrastructure,TRUE,greenfield airport,
Q204776,Bench (furniture),piece of furniture on which several people may sit at the same time,TRUE,bench,
Q28337,Shoal,natural submerged sandbank that rises from a body of water to near the surface,TRUE,shoal,
Q63352727,NA,type of protected area,FALSE,marine national park,
Q63868478,NA,former constituency of the Colony of Victoria,FALSE,Victorian Legislative Council electoral district,
Q1521187,Tide pool,"rocky pool on seashore, separated as pool at low tide, filled with seawater",TRUE,tide pool,
Q60168923,NA,building designed to store grains,FALSE,grain storage building,
Q256324,Industrial railway,"type of railway (usually private) that is not available for public transportation and is used exclusively to serve a particular industrial, logistics or a military site",TRUE,industrial railway,
Q517820,Carriage house,"buildings or outbuildings separate from the living quarters designed or used for the storage of coaches, carriages, other vehicles, and often horses",TRUE,carriage house,
Q194188,Spaceport,location used to launch and receive spacecraft,TRUE,spaceport,
Q16934465,Military exclusion zone,area in the immediate vicinity of a military action,TRUE,military exclusion zone,
